0.032;0.031;0.032;0.031;0.032;0.028;0.025;0.026;0.031;0.031;0.121;0.083;0.031;0.124;0.301;0.041;0.032;0.032;0.031;0.023;0.025;0.031;0.033;0.035;0.029;0.022;0.028;0.032;0.032;0.031;0.021;0.032;0.031;0.033;0.032;0.022;0.031;0.052;0.862;0.613;0.246;0.247;0.263;0.221;0.131;0.094;0.095;0.098
0.097;0.097;0.097;0.088;0.093;0.099;0.098;0.098;0.09;0.089;0.098;0.144;0.222;0.114;0.198;0.05;0.032;0.024;0.022;0.032;0.031;0.032;0.024;0.023;0.032;0.032;0.029;0.019;0.031;0.037;0.029;0.02;0.03;0.037;0.031;0.019;0.03;0.033;0.083;0.092;0.237;0.611;0.221;0.161;0.056;0.04;0.038;0.023
0.032;0.031;0.032;0.017;0.031;0.032;0.03;0.02;0.032;0.031;0.028;0.045;0.189;0.084;0.155;0.039;0.036;0.037;0.025;0.032;0.037;0.037;0.021;0.036;0.037;0.033;0.024;0.037;0.039;0.028;0.03;0.037;0.037;0.024;0.034;0.038;0.036;0.022;0.038;0.07;0.055;0.044;0.056;0.055;0.059;0.059;0.037;0.038
0.02;0.032;0.033;0.026;0.022;0.032;0.033;0.019;0.034;0.032;0.055;0.224;0.087;0.247;0.245;0.048;0.053;0.053;0.039;0.058;0.053;0.039;0.05;0.054;0.05;0.039;0.055;0.053;0.042;0.053;0.053;0.047;0.042;0.053;0.053;0.048;0.06;0.1;0.105;0.13;0.061;0.053;0.054;0.176;0.152;0.05;0.037;0.037
0.025;0.032;0.032;0.032;0.019;0.03;0.033;0.032;0.018;0.032;0.033;0.076;0.163;0.14;0.301;0.683;0.595;0.032;0.033;0.031;0.019;0.033;0.033;0.03;0.02;0.033;0.034;0.029;0.02;0.033;0.034;0.034;0.022;0.028;0.162;0.09;0.079;0.081;0.072;0.078;0.093;0.091;0.089;0.078;0.085;0.051;0.04;0.072
0.026;0.032;0.035;0.034;0.025;0.058;0.033;0.034;0.025;0.024;0.035;0.032;0.03;0.028;0.032;0.032;0.027;0.101;0.364;0.198;0.189;0.209;0.149;0.105;0.105;0.105;0.094;0.098;0.106;0.106;0.105;0.095;0.1;0.108;0.105;0.131;0.187;0.079;0.083;0.082;0.062;0.059;0.05;0.12;0.136;0.13;0.183;0.234
0.11;0.042;0.036;0.034;0.032;0.024;0.031;0.033;0.036;0.032;0.023;0.03;0.037;0.035;0.025;0.033;0.032;0.033;0.039;0.072;0.08;0.132;0.179;0.685;0.794;0.148;0.088;0.105;0.14;0.118;0.105;0.098;0.099;0.106;0.108;0.115;0.118;0.101;0.113;0.155;0.111;0.12;0.117;0.076;0.038;0.035;0.033;0.033
0.032;0.032;0.031;0.032;0.031;0.031;0.031;0.03;0.03;0.029;0.03;0.173;0.291;0.226;0.12;0.033;0.031;0.026;0.025;0.025;0.03;0.031;0.032;0.031;0.033;0.025;0.024;0.028;0.031;0.032;0.032;0.031;0.03;0.025;0.025;0.031;0.031;0.072;0.076;0.615;1.08;0.553;0.143;0.194;0.146;0.332;0.435;0.076
0.088;0.03;0.025;0.026;0.031;0.032;0.034;0.031;0.031;0.024;0.026;0.068;0.185;0.033;0.032;0.023;0.025;0.032;0.031;0.032;0.029;0.022;0.032;0.031;0.031;0.032;0.022;0.025;0.032;0.032;0.034;0.026;0.022;0.034;0.036;0.045;0.031;0.032;0.033;0.249;0.079;0.032;0.028;0.054;0.044;0.037;0.035;0.032
0.029;0.025;0.027;0.032;0.033;0.033;0.032;0.023;0.025;0.032;0.063;0.163;0.293;0.365;0.215;0.032;0.032;0.032;0.031;0.022;0.025;0.033;0.032;0.032;0.023;0.025;0.032;0.033;0.032;0.025;0.023;0.031;0.032;0.032;0.032;0.022;0.036;0.211;0.803;0.095;0.09;0.092;0.083;0.051;0.034;0.037;0.112;0.125
