0.69;0.449;0.498;0.549;0.454;0.463;0.487;0.489;0.431;0.4;0.498;0.416;0.395;0.419;0.486;0.575;0.638;1.308;1.543;1.316;0.649;0.838;0.972;1.307;1.023;0.732;0.497;0.416;0.473;0.539;0.584;0.501;0.554;1.225;0.616;0.619;0.538;1.202;1.52;0.871;0.923;0.906;1.082;1.395;1.755;0.686;0.622;0.698
0.633;0.66;0.72;1.591;1.217;1.188;0.517;0.524;0.569;0.509;0.58;1.943;1.517;0.503;0.663;0.944;0.786;0.969;1.523;0.956;1.4960001;1.653;1.104;1.155;1.844;1.257;1.2359999;1.056;0.946;1.3559999;0.979;1.222;1.089;0.796;1.701;1.854;1.645;1.505;1.552;1.189;1.11;1.05;0.854;0.774;0.683;1.135;1.415;1.919
1.5880001;0.737;0.843;0.717;0.768;0.573;0.442;0.586;0.433;0.565;0.514;0.399;0.56;0.437;0.632;0.723;0.637;0.729;0.853;0.971;0.782;0.686;0.795;0.955;0.997;1.275;1.492;1.2640001;1.109;0.763;0.903;1.383;0.861;0.691;0.636;0.645;0.646;0.524;0.809;0.961;0.888;0.874;0.622;0.688;0.83;0.703;1.337;1.101
1.925;0.558;0.459;0.617;0.463;0.541;0.564;0.45;0.596;0.466;0.558;0.508;0.392;1.1670001;0.828;0.623;0.862;0.781;1.024;0.78;0.917;1.034;0.744;0.769;0.539;0.584;0.493;0.564;0.802;0.617;0.55;0.491;0.569;0.806;0.67;0.772;0.587;0.546;0.545;0.577;0.62;1.133;0.62;0.657;0.723;0.841;0.918;1.427
0.897;1.2130001;0.733;1.109;0.493;0.499;0.577;0.456;0.586;0.442;0.534;0.665;0.68;1.265;0.752;0.94;0.895;0.851;1.232;0.697;1.6950001;1.022;0.699;1.29;1.589;1.0779999;1.24;1.084;0.946;0.805;1.214;0.919;0.649;0.919;0.73;0.729;1.066;0.428;0.923;1.2640001;1.334;0.671;0.823;0.848;1.488;0.74;0.652;0.527
0.4;0.43;0.461;0.404;0.485;0.427;0.387;0.475;0.413;0.477;0.411;1.265;2.3970001;1.552;0.442;0.787;1.058;1.557;0.859;0.592;0.417;0.332;0.396;0.428;0.589;0.505;0.661;0.57;0.574;0.448;0.7;0.501;0.695;1.682;1.199;0.999;1.202;0.639;0.914;1.2690001;1.249;1.549;0.744;0.767;0.752;0.76;1.4910001;0.994
1.35;0.732;1.006;0.419;0.418;0.421;0.417;0.529;0.417;0.422;0.348;0.369;0.466;0.631;0.389;0.524;0.64;0.545;0.396;0.561;0.433;0.691;0.719;0.627;0.737;0.614;0.448;0.601;0.469;0.505;0.514;0.467;0.6;0.547;0.501;0.525;0.518;0.506;0.544;0.761;0.531;0.551;0.544;0.951;0.652;1.176;1.597;1.022
0.437;0.389;0.426;0.403;0.406;0.41;0.433;0.417;0.407;0.423;0.372;0.372;0.368;0.537;0.612;0.793;0.49;0.537;1.1;0.999;0.473;0.94;0.546;0.959;0.939;0.914;0.532;0.518;0.438;0.375;0.331;0.509;0.544;0.51;0.685;0.703;0.655;0.597;0.732;0.962;0.718;0.919;0.68;0.815;0.937;0.683;1.273;1.113
1.548;0.472;0.367;0.382;0.424;0.379;0.409;0.421;0.486;0.377;0.399;0.338;0.443;0.476;0.506;0.548;0.555;0.715;0.544;0.599;0.555;0.522;0.637;0.49;0.979;0.518;0.616;0.488;1.232;0.91;0.791;0.541;0.516;0.487;0.624;0.977;0.933;0.948;1.076;0.686;0.585;0.663;0.838;0.774;1.4349999;0.701;0.603;0.946
1.029;0.751;0.619;0.386;0.398;0.409;0.405;0.384;0.419;0.412;0.47;0.938;2.681;0.431;0.363;0.494;1.0369999;0.733;0.459;0.365;0.478;0.909;0.941;0.878;1.239;1.281;0.93;0.794;0.664;0.954;0.541;0.964;1.128;0.984;0.763;0.945;0.855;0.699;0.746;0.706;0.615;0.895;0.788;0.764;0.747;1.119;1.053;0.64
