0.322;0.239;0.245;0.221;0.208;0.189;0.201;0.216;0.174;0.196;0.183;0.174;0.193;0.201;0.4;0.633;0.61;0.765;0.684;0.983;1.3329999;0.725;1.061;1.819;1.212;1.448;1.087;0.742;0.863;1.0599999;0.774;1.497;0.686;1.893;0.399;0.776;0.302;0.382;1.151;0.938;0.326;0.569;0.252;0.313;0.285;0.265;0.227;0.212
0.18;0.211;0.207;0.182;0.182;0.224;0.179;0.174;0.202;0.179;0.17;0.178;0.196;0.218;0.185;0.673;0.76;0.4;0.465;0.673;1.149;0.668;0.592;0.971;0.756;0.688;0.695;1.263;0.8;0.737;0.905;0.675;0.607;0.567;0.627;0.59;0.289;0.295;0.259;0.28;0.379;0.782;1.099;0.779;0.304;0.243;0.173;0.191
0.196;0.176;0.163;0.183;0.194;0.167;0.176;0.183;0.169;0.169;0.191;0.182;0.208;0.164;0.364;1.35;0.67;1.028;0.618;1.275;0.648;0.562;0.693;0.986;1.48;0.737;1.126;1.781;0.928;0.864;0.777;0.776;0.679;0.63;0.638;0.639;0.627;0.618;0.622;0.625;0.593;0.599;0.577;1.087;1.084;0.431;0.266;0.252
0.219;0.217;0.222;0.183;0.21;0.198;0.25;0.22;0.215;0.187;0.18;0.2;0.2;0.21;0.195;1.166;0.953;0.516;1.005;1.095;0.448;0.274;0.259;0.955;1.214;0.312;1.026;0.686;0.262;0.288;0.299;0.308;0.311;0.26;0.654;0.816;0.452;0.931;2.1340001;0.797;0.568;0.333;0.324;1.012;1.248;0.258;0.279;0.273
0.234;0.228;0.224;0.227;0.213;0.215;0.225;0.229;0.225;0.205;0.18;0.235;0.378;0.243;0.231;1.6160001;0.935;1.177;0.74;1.1;1.171;0.849;0.748;0.754;0.711;0.71;0.712;0.685;0.656;0.663;0.66;0.61;0.357;0.215;0.304;0.305;0.276;0.277;0.275;0.281;0.294;0.768;1.092;1.051;0.786;0.415;0.418;0.205
0.228;0.223;0.31;0.171;0.244;0.234;0.217;0.222;0.228;0.179;0.23;0.168;0.216;0.425;1.454;0.412;0.291;0.394;0.326;0.638;0.652;0.7;0.796;0.989;0.647;0.8;1.011;0.706;0.837;0.716;0.752;0.754;0.776;0.884;1.026;1.467;0.943;1.488;1.794;0.827;0.382;0.38;0.83;1.234;0.757;0.401;0.317;0.254
0.234;0.234;0.236;0.245;0.224;0.208;0.248;0.298;0.206;0.228;0.267;0.219;0.714;0.447;0.234;0.332;0.413;0.316;0.388;0.815;0.79;0.255;0.306;0.3;0.279;0.336;1.457;1.2539999;1.255;1.645;0.687;0.726;0.795;0.716;0.748;0.708;0.713;1.359;1.461;1.069;1.085;0.723;0.366;0.478;0.338;0.245;0.241;0.233
0.237;0.23;0.23;0.241;0.237;0.224;0.217;0.226;0.221;0.22;0.298;0.187;0.244;0.567;1.068;1.3890001;0.979;0.664;0.294;0.255;0.244;0.243;0.236;0.251;0.244;0.278;0.284;0.386;0.582;0.685;0.643;0.646;0.644;0.64;0.626;0.628;0.672;0.648;0.302;0.248;0.235;0.33;0.467;0.545;0.587;0.419;0.288;0.241
0.231;0.234;0.223;0.215;0.237;0.237;0.206;0.216;0.226;0.208;0.213;0.214;0.237;0.275;0.232;0.44;0.279;0.285;0.41;0.275;0.238;0.261;0.244;0.285;0.256;0.241;0.259;0.626;0.711;0.655;0.677;0.692;0.651;0.661;0.62;0.672;0.623;0.68;0.614;0.675;0.619;0.679;0.355;0.514;0.383;0.217;0.257;0.218
0.265;0.227;0.218;0.228;0.238;0.215;0.212;0.234;0.213;0.209;0.224;0.221;0.235;0.241;0.407;0.242;0.437;0.727;0.511;0.34;0.367;0.286;0.275;0.371;0.313;0.416;0.673;0.747;0.664;0.701;0.708;0.662;0.581;0.637;0.575;0.648;0.718;0.414;0.258;0.24;0.228;1.322;1.3380001;0.43;0.444;0.324;0.235;0.218
0.205;0.183;0.179;0.227;0.187;0.169;0.208;0.216;0.224;0.217;0.208;0.218;0.215;0.231;0.825;1.487;0.32;0.641;0.655;0.561;0.639;0.575;0.596;0.63;0.673;0.644;0.584;0.593;0.621;0.594;0.675;0.648;0.673;0.639;0.635;0.616;0.595;0.245;0.207;0.273;1.263;0.626;0.925;0.856;0.998;0.315;0.224;0.214
